Agency,Descriptor,Resolved Type,Duration Type,Community Board,Cluster Labels
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",11 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Energy,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",01 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Safety,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Safety,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Safety,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Safety,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Safety,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Personal Issue,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",11 MANHATTAN,8
NYPD,Trash/Pollution,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
HPD,Animals,duplicated_report,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Animals,fixed,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Energy,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,4
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
DPR,Other,referred,"(63.33, 2677.65]",03 MANHATTAN,3
DPR,Animals,referred,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Personal Issue,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",11 MANHATTAN,8
NYPD,Traffic,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Safety,fixed,"(26.55, 63.33]",08 MANHATTAN,1
NYPD,Traffic,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
DPR,Animals,referred,"(0.069, 26.55]",02 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Safety,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Traffic,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Personal Issue,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Traffic,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",03 MANHATTAN,8
NYPD,Traffic,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Safety,no_violation,"(0.069, 26.55]",02 MANHATTAN,6
NYPD,Safety,fixed,"(0.069, 26.55]",10 MANHATTAN,1
HPD,Trash/Pollution,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
NYPD,Traffic,fixed,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Traffic,fixed,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,7
HPD,Animals,fixed,"(2677.65, 59476.62]",01 MANHATTAN,4
NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",08 MANHATTAN,2
NYPD,Safety,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Energy,no_violation,"(0.069, 26.55]",01 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Safety,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Traffic,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",08 MANHATTAN,7
NYPD,Traffic,no_violation,"(26.55, 63.33]",03 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Safety,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Traffic,fixed,"(26.55, 63.33]",10 MANHATTAN,1
DPR,Animals,fixed,"(26.55, 63.33]",64 MANHATTAN,1
DPR,Safety,fixed,"(63.33, 2677.65]",64 MANHATTAN,1
HPD,Energy,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,Energy,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,Safety,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
HPD,House,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,Trash/Pollution,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,9
HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
HPD,Trash/Pollution,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
NYPD,House,fixed,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
HPD,House,info_needed,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Trash/Pollution,info_needed,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Animals,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Safety,info_needed,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Safety,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,4
NYPD,Noise,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
NYPD,Safety,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",03 MANHATTAN,8
DPR,Safety,no_violation,"(0.069, 26.55]",02 MANHATTAN,6
NYPD,Personal Issue,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Energy,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Personal Issue,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
HPD,Traffic,fixed,"(2677.65, 59476.62]",03 MANHATTAN,4
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
HPD,Safety,fixed,"(2677.65, 59476.62]",08 BRONX,4
NYPD,Traffic,fixed,"(0.069, 26.55]",08 MANHATTAN,7
HPD,Trash/Pollution,fixed,"(2677.65, 59476.62]",05 MANHATTAN,4
NYPD,Noise,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Traffic,no_violation,"(26.55, 63.33]",02 MANHATTAN,8
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",02 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",02 MANHATTAN,5
DSNY,Trash/Pollution,no_violation,"(2677.65, 59476.62]",11 MANHATTAN,5
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Safety,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Personal Issue,fixed,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Trash/Pollution,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Safety,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",02 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
NYPD,Traffic,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Safety,no_violation,"(26.55, 63.33]",05 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
NYPD,Noise,fixed,"(63.33, 2677.65]",08 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Traffic,fixed,"(63.33, 2677.65]",09 MANHATTAN,7
HPD,Other,fixed,"(2677.65, 59476.62]",11 MANHATTAN,4
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
DPR,Safety,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",02 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Safety,no_violation,"(63.33, 2677.65]",05 MANHATTAN,3
NYPD,Personal Issue,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Other,fixed,"(0.069, 26.55]",02 MANHATTAN,10
DPR,Commercial,no_violation,"(63.33, 2677.65]",64 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
HPD,House,fixed,"(63.33, 2677.65]",09 MANHATTAN,4
NYPD,Other,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Other,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",08 MANHATTAN,1
NYPD,Safety,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Safety,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
DPR,Safety,fixed,"(26.55, 63.33]",07 MANHATTAN,1
NYPD,Traffic,fixed,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Energy,fixed,"(26.55, 63.33]",01 MANHATTAN,1
NYPD,Safety,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Other,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",06 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",06 MANHATTAN,3
NYPD,Traffic,no_violation,"(63.33, 2677.65]",06 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Traffic,fixed,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Personal Issue,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Traffic,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Safety,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Traffic,no_violation,"(26.55, 63.33]",08 MANHATTAN,7
NYPD,Traffic,fixed,"(63.33, 2677.65]",09 MANHATTAN,7
NYPD,Traffic,no_violation,"(63.33, 2677.65]",09 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",04 MANHATTAN,10
NYPD,Traffic,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Safety,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",05 MANHATTAN,10
NYPD,Other,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Other,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Personal Issue,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",01 MANHATTAN,1
HPD,House,fixed,"(63.33, 2677.65]",07 MANHATTAN,4
NYPD,Noise,fixed,"(26.55, 63.33]",01 MANHATTAN,1
NYPD,Other,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Energy,no_violation,"(26.55, 63.33]",01 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",07 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Safety,fixed,"(26.55, 63.33]",05 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",05 MANHATTAN,1
NYPD,Safety,no_violation,"(63.33, 2677.65]",07 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,House,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",01 MANHATTAN,2
NYPD,Other,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Safety,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",05 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",02 MANHATTAN,10
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Traffic,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",07 MANHATTAN,10
NYPD,Personal Issue,fixed,"(26.55, 63.33]",07 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",64 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",08 MANHATTAN,7
NYPD,Personal Issue,fixed,"(26.55, 63.33]",04 MANHATTAN,1
HPD,Animals,fixed,"(2677.65, 59476.62]",11 MANHATTAN,4
HPD,Safety,fixed,"(2677.65, 59476.62]",11 MANHATTAN,4
DPR,Safety,info_needed,"(63.33, 2677.65]",08 MANHATTAN,7
DPR,Safety,info_needed,"(63.33, 2677.65]",08 MANHATTAN,7
HPD,Energy,fixed,"(2677.65, 59476.62]",09 MANHATTAN,4
NYPD,Safety,no_violation,"(26.55, 63.33]",08 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Other,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,fixed,"(0.069, 26.55]",12 MANHATTAN,10
HPD,Animals,fixed,"(2677.65, 59476.62]",10 MANHATTAN,4
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Trash/Pollution,fixed,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,House,fixed,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,Energy,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,House,duplicated_report,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,4
HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,4
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
HPD,House,no_violation,"(2677.65, 59476.62]",09 MANHATTAN,9
HPD,House,no_violation,"(2677.65, 59476.62]",07 MANHATTAN,9
HPD,Trash/Pollution,no_violation,"(2677.65, 59476.62]",07 MANHATTAN,5
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Traffic,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Safety,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Energy,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",03 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",07 MANHATTAN,10
NYPD,Traffic,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Safety,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Traffic,no_violation,"(63.33, 2677.65]",10 MANHATTAN,7
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Energy,no_violation,"(26.55, 63.33]",05 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,2
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Safety,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Personal Issue,fixed,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",64 MANHATTAN,10
